0.725,0.75,0.825,0
0.4,0.5,0.675,0
0.45,0.6,0.525,0
0.375,0.25,0.4,0
0.38461538461538464,0.3333333333333333,0.4358974358974359,0
0.325,0.275,0.425,0
0.525,0.675,0.675,0
0.0,0.85,0.825,0
0.9230769230769231,0.9230769230769231,0.9487179487179487,0
0.31666666666666665,0.21666666666666667,0.3,0
0.25,0.275,0.3,0
0.225,0.1625,0.35,0
0.35,0.29,0.34,0
0.25,0.14166666666666666,0.2833333333333333,0
0.18045112781954886,0.21052631578947367,0.22556390977443608,0
0.1875,0.14375,0.18125,0
0.15204678362573099,0.15789473684210525,0.15789473684210525,0
0.145,0.185,0.2,0
0.4666666666666667,0.4166666666666667,0.5166666666666667,0
0.6166666666666667,0.5666666666666667,0.6,0
0.05,0.03333333333333333,0.35,0
0.03333333333333333,0.016666666666666666,0.3,0
0.01694915254237288,0.03389830508474576,0.4915254237288136,0
0.0847457627118644,0.06779661016949153,0.3559322033898305,0
0.06666666666666667,0.05,0.4666666666666667,0
0.05,0.06666666666666667,0.4166666666666667,0
0.06779661016949153,0.03389830508474576,0.3389830508474576,0
0.3559322033898305,0.3220338983050847,0.8135593220338984,0
0.0847457627118644,0.2033898305084746,0.423728813559322,0
0.11864406779661017,0.1016949152542373,0.6440677966101694,0
0.0847457627118644,0.13559322033898305,0.423728813559322,0
0.06779661016949153,0.2033898305084746,0.4067796610169492,0
0.13333333333333333,0.11666666666666667,0.5833333333333334,0
0.15789473684210525,0.2631578947368421,0.543859649122807,0
0.1694915254237288,0.1864406779661017,0.4067796610169492,0
0.16666666666666666,0.1,0.5333333333333333,0
0.2711864406779661,0.2711864406779661,0.6949152542372882,0
0.2542372881355932,0.288135593220339,0.5084745762711864,0
0.13333333333333333,0.11666666666666667,0.35,0
0.23333333333333334,0.18333333333333332,0.4,0
0.13559322033898305,0.11864406779661017,0.4915254237288136,0
0.25,0.25,0.85,0
0.15,0.1,0.38333333333333336,0
0.08333333333333333,0.13333333333333333,0.4166666666666667,0
